,역명,지하철역
1933,죽림정사앞,길음
1934,쌍용APT,성신여대입구(돈암)
1935,동아아파트정문앞,상월곡(한국과학기술연구원)
1936,수녀원입구,길음
1937,월곡중학교입구,상월곡(한국과학기술연구원)
1938,우남아파트,상월곡(한국과학기술연구원)
1939,돈암시장,성신여대입구(돈암)
1940,월곡초교,상월곡(한국과학기술연구원)
1941,동덕여대오거리,월곡(동덕여대)
1942,경동고입구,보문
1943,한신301동앞,성신여대입구(돈암)
1944,월곡초등학교후문,상월곡(한국과학기술연구원)
1945,경동고앞,보문
1946,누구나교회,상월곡(한국과학기술연구원)
1947,동덕여대정문앞,월곡(동덕여대)
1948,삼선노인정,보문
1949,태광빌라,상월곡(한국과학기술연구원)
1950,동구마케팅고후문,한성대입구(삼선교)
1951,두산아파트3단지,월곡(동덕여대)
1952,장위1동노인정,상월곡(한국과학기술연구원)
1953,고려대역.숭례초교,고려대(종암)
1954,하트마트편의점,상월곡(한국과학기술연구원)
1955,종암로한진택배,고려대(종암)
1956,세레네티.래미안,길음
1957,양광교회.죽림정사앞,길음
1958,한신108동앞,성신여대입구(돈암)
1959,스카이프라자앞.111동앞,성신여대입구(돈암)
1960,한진207동앞,성신여대입구(돈암)
1961,한진202동앞,성신여대입구(돈암)
1962,한진204동앞,성신여대입구(돈암)
1963,스카이프라자앞.111동,성신여대입구(돈암)
1964,수유3동우체국,수유(강북구청)
1965,수유역,수유(강북구청)
1966,수유역.강북구청,수유(강북구청)
1967,수유시장.성신여대미아캠퍼스앞,미아(서울사이버대학)
1968,미아역.신일중고,미아(서울사이버대학)
1969,도봉세무서.성북시장,미아사거리
1970,미아사거리역,미아사거리
1971,수유(강북구청)역,수유(강북구청)
1972,우이동도선사입구.북한산우이역,쌍문
1973,우이동성원아파트,쌍문
1974,진성빌라사거리,쌍문
1975,서라벌중학교.우이동대우아파트,수유(강북구청)
1976,덕성여대솔밭근린공원,수유(강북구청)
1977,국립4.19민주묘지입구사거리,수유(강북구청)
1978,국립419묘지삼거리.윤극영가옥,수유(강북구청)
1979,인수동백운교회입구,수유(강북구청)
1980,인수중학교,수유(강북구청)
1981,서울영어마을수유캠프국립재활원입구,수유(강북구청)
1982,인수동장미원,수유(강북구청)
1983,가오리역,수유(강북구청)
1984,북부성모의원,수유(강북구청)
1985,북부성모병원,수유(강북구청)
1986,수유2동주민센터우이시장,수유(강북구청)
1987,광산사거리,수유(강북구청)
1988,우이초등학교후문,수유(강북구청)
1989,인수동청수탕입구,수유(강북구청)
1990,우이초등학교,수유(강북구청)
1991,화계사입구.한신대학교대학원,미아(서울사이버대학)
1992,수유동삼양탕앞,미아(서울사이버대학)
1993,화계사입구사거리,미아(서울사이버대학)
1994,강북노인종합복지관,미아(서울사이버대학)
1995,신일병원,미아(서울사이버대학)
1996,강북구청,수유(강북구청)
1997,강북경찰서입구,수유(강북구청)
1998,북부시장입구,수유(강북구청)
1999,번동사거리,수유(강북구청)
2000,북부수도사업소,미아(서울사이버대학)
2001,화계사입구,미아(서울사이버대학)
2002,빨래골입구,미아(서울사이버대학)
2003,롯데마트삼양점.래미안1차아파트,미아(서울사이버대학)
2004,삼양초등학교,미아(서울사이버대학)
2005,강북청소년문화정보도서관입구,미아(서울사이버대학)
2006,삼양동사거리,미아사거리
2007,송천초등학교.미아뉴타운입구,미아사거리
2008,성암국제무역고등학교,미아사거리
2009,삼양동사거리입구,미아사거리
2010,강북보건소,미아(서울사이버대학)
2011,신창교,미아(서울사이버대학)
2012,번동주공4단지,미아(서울사이버대학)
2013,초안교,미아(서울사이버대학)
2014,번동주공3단지,미아(서울사이버대학)
2015,번동주공1단지,돌곶이
2016,오현초등학교,돌곶이
2017,송중동한일유엔아이,미아사거리
2018,창문여고앞,미아사거리
2019,숭곡초등학교입구,미아사거리
2020,강북청소년수련관,수유(강북구청)
2021,국립4.19민주묘지,수유(강북구청)
2022,강북중학교,수유(강북구청)
2023,한성운수차고지,미아(서울사이버대학)
2024,수유중앙시장,수유(강북구청)
2025,대한병원,수유(강북구청)
2026,삼성화재강북지점,수유(강북구청)
2027,강북구청사거리,수유(강북구청)
2028,수송초등학교,수유(강북구청)
2029,수유중학교혜화여고,미아(서울사이버대학)
2030,혜화여고,미아(서울사이버대학)
2031,서울정인학교,미아(서울사이버대학)
2032,우광타운,미아(서울사이버대학)
2033,구세군강북종합사회복지관입구,미아(서울사이버대학)
2034,미양중고등학교.팔팔·미송경로당,미아(서울사이버대학)
2035,동북프라자,미아사거리
2036,동북시장,미아사거리
2037,두산위브아파트입구,미아(서울사이버대학)
2038,삼각산동SK아파트북한산시티미양초등학교,미아(서울사이버대학)
2039,삼양동벽산라이브파크미양초등학교,미아(서울사이버대학)
2040,SK아파트벽산아파트상가,미아(서울사이버대학)
2041,솔샘터널,미아(서울사이버대학)
2042,번동주공아파트3단지4단지,미아(서울사이버대학)
2043,번동초등학교,미아(서울사이버대학)
2044,번동한솔솔파크,미아(서울사이버대학)
2045,번동해모로아파트,미아(서울사이버대학)
2046,강북문화정보도서관,미아(서울사이버대학)
2047,번동동문아파트,미아사거리
2048,꿈의숲롯데캐슬아파트,미아사거리
2049,송중동경남아너스빌,미아사거리
2050,송중초등학교,미아사거리
2051,수유역.노스페이스문화센터,수유(강북구청)
2052,미아역신일중고,미아(서울사이버대학)
2053,영신여객차고지(우이동종점),쌍문
2054,한신대학교,수유(강북구청)
2055,수유사거리,미아(서울사이버대학)
2056,송중동주민센터앞,미아사거리
2057,송중동경남아너스빌정문,미아사거리
2058,강북구보건소삼각산분소,미아사거리
2059,삼각산동삼각산아이원아파트후문,미아사거리
2060,롯데백화점미아점,미아사거리
2061,우이동주민센터입구,수유(강북구청)
2062,우이동도선사입구,쌍문
2063,우이동차고지기점,쌍문
2064,한성운수종점,미아(서울사이버대학)
2065,화계사입구.종점,미아(서울사이버대학)
2066,우이동차고지종점,쌍문
2067,삼각산동삼각산아이원아파트정문,미아사거리
2068,삼각산고.래미안트리베라,미아사거리
2069,방천시장입구,미아사거리
2070,미아사거리역.롯데백화점,미아사거리
2071,삼각산119안전센터,미아(서울사이버대학)
2072,무량사입구,수유(강북구청)
2073,꿈의숲주차장입구,미아사거리
2074,우이동,쌍문
2075,미송경로당,미아(서울사이버대학)
2076,번동초교.솔그린APT.하나은행,미아(서울사이버대학)
2077,연일슈퍼,미아(서울사이버대학)
2078,빨래골,미아(서울사이버대학)
2079,본원정사,수유(강북구청)
2080,아카데미하우스.통일교육원,수유(강북구청)
2081,성원아파트,쌍문
2082,번동슈퍼,미아(서울사이버대학)
2083,샛별슈퍼,미아(서울사이버대학)
2084,수연슈퍼,미아(서울사이버대학)
2085,모아빌라,수유(강북구청)
2086,신성빌라,수유(강북구청)
2087,송중동주민센터,미아사거리
2088,마을버스사무실,미아(서울사이버대학)
2089,청화슈퍼,미아(서울사이버대학)
2090,해모로아파트,미아(서울사이버대학)
2091,믿음슈퍼,미아(서울사이버대학)
2092,다리앞,미아(서울사이버대학)
2093,해청빌라,수유(강북구청)
2094,백련사,수유(강북구청)
2095,방천시장,미아사거리
2096,구세군강북종합사회복지관,미아(서울사이버대학)
2097,금강슈퍼,미아(서울사이버대학)
2098,당진슈퍼,미아(서울사이버대학)
2099,삼흥연립,미아(서울사이버대학)
2100,기도원입구,수유(강북구청)
2101,보람미용실,미아(서울사이버대학)
2102,인천슈퍼,미아(서울사이버대학)
2103,동문굿모닝힐,미아사거리
2104,삼광학원,미아(서울사이버대학)
2105,한빛맹아학교,미아(서울사이버대학)
2106,형제슈퍼,수유(강북구청)
2107,쌍문교,수유(강북구청)
2108,페리카나치킨,미아(서울사이버대학)
2109,동성마트,미아(서울사이버대학)
2110,한빛예술단,미아(서울사이버대학)
2111,삼성하이츠빌라,수유(강북구청)
2112,삼양시장.롯데마트,미아(서울사이버대학)
2113,동성주택,미아사거리
2114,수유1동주민센터.파출소,미아(서울사이버대학)
2115,국립419민주묘지삼거리.윤극영가옥,수유(강북구청)
2116,삼양부동산,미아(서울사이버대학)
2117,제일슈퍼,미아사거리
2118,진주빌딩,미아(서울사이버대학)
2119,청수탕,수유(강북구청)
2120,백운교회,수유(강북구청)
2121,삼양오거리,미아(서울사이버대학)
2122,홈빌라트,미아사거리
2123,광성슈퍼,미아(서울사이버대학)
2124,인수초중학교,수유(강북구청)
2125,구.삼양극장,미아(서울사이버대학)
2126,꿈의숲해링턴아파트101동앞,미아사거리
2127,화계유치원,미아(서울사이버대학)
2128,한신대신학대학원.화계사,미아(서울사이버대학)
2129,주공1.2단지한진아파트,미아사거리
2130,삼양신협,미아(서울사이버대학)
2131,번3동주민센터,미아사거리
2132,꿈의숲해링턴아파트105동앞,미아사거리
2133,국제가스.신일병원,미아(서울사이버대학)
2134,삼양탕,미아(서울사이버대학)
2135,국립재활원,수유(강북구청)
2136,신원아파트.북서울꿈의숲교회,미아(서울사이버대학)
2137,미아역6번출구,미아(서울사이버대학)
2138,꿈의숲해링턴아파트108동앞,미아사거리
2139,유성빌딩,수유(강북구청)
2140,송암교회.화계사거리,미아(서울사이버대학)
2141,강북구의회.강북문화예술회관,수유(강북구청)
2142,경남아너스빌정문,미아사거리
2143,기산아파트.2단지후문,미아(서울사이버대학)
2144,미아역7번출구,미아(서울사이버대학)
2145,가오리,수유(강북구청)
2146,주공3단지정문,미아(서울사이버대학)
2147,깨순이김밥,미아(서울사이버대학)
2148,8번지입구,미아사거리
2149,번동삼거리,수유(강북구청)
2150,한양아파트입구.삼덕상운,미아(서울사이버대학)
2151,양지빌라,미아사거리
2152,성당앞,수유(강북구청)
2153,하나은행.새마을금고,미아(서울사이버대학)
2154,강북반석교회,미아(서울사이버대학)
2155,8번지슈퍼,미아사거리
2156,중앙시장,수유(강북구청)
2157,강북구민운동장.4단지,미아(서울사이버대학)
2158,훌랄라치킨,미아(서울사이버대학)
2159,수유동약국,수유(강북구청)
2160,강북보건소.번2동주민센터,미아(서울사이버대학)
2161,삼일약국.롯데마트,미아(서울사이버대학)
2162,삼우하이츠빌라,미아사거리
2163,성일빌딩,미아(서울사이버대학)
2164,금호.현대아파트,미아(서울사이버대학)
2165,삼양시장,미아(서울사이버대학)
2166,한일아파트후문,미아사거리
2167,로얄공인중계사무소,미아(서울사이버대학)
2168,장미맨션,미아사거리
2169,주공5단지,미아(서울사이버대학)
2170,한일아파트정문,미아사거리
2171,강북종합시장,수유(강북구청)
2172,금강산병원.전자공단,미아(서울사이버대학)
2173,번동5거리.북부노동지청,미아(서울사이버대학)
2174,월산슈퍼,미아(서울사이버대학)
2175,유진슈퍼,수유(강북구청)
2176,정은빌라,미아(서울사이버대학)
2177,청소년독서실,미아(서울사이버대학)
2178,향천사입구,미아(서울사이버대학)
2179,우광슈퍼,미아(서울사이버대학)
2180,미양중고등학교,미아(서울사이버대학)
2181,국립419묘지,수유(강북구청)
2182,SK아파트,미아(서울사이버대학)
2183,강북문화정보도서관.해모로아파트,미아(서울사이버대학)
2184,강북보건소앞.번2동주민센터,미아(서울사이버대학)
2185,강북보건소정문,미아(서울사이버대학)
2186,꿈동산주유소,미아사거리
2187,현대백화점.E마트.빅토리아호텔,미아사거리
2188,보람빌딩,수유(강북구청)
2189,우이3교,수유(강북구청)
2190,성우아파트,미아사거리
2191,두산위브아파트,미아사거리
2192,한영교회,미아사거리
2193,강북구보건소.삼각산분소,미아사거리
2194,달팽이계단,미아(서울사이버대학)
2195,대성빌라정문,미아(서울사이버대학)
